3.2500,3.7500,3.0000,4.0000,3.0000,3.5000,4.0000,3.0000,3.7500,3.0000
3.5000,4.0000,3.5000,3.7500,3.7500,3.2500,3.2500,3.7500,4.0000,3.7500
3.5000,3.7500,3.2500,3.0000,3.7500,3.0000,4.0000,3.0000,3.2500,3.2500
3.0000,3.5000,4.0000,3.7500,3.2500,3.5000,3.2500,3.7500,3.5000,3.5000
3.7500,3.5000,3.2500,3.0000,4.0000,3.0000,3.7500,3.7500,3.2500,4.0000
3.2500,3.0000,4.0000,3.5000,3.2500,3.7500,4.0000,3.0000,3.7500,3.5000
3.7500,4.0000,3.0000,3.2500,3.7500,3.2500,3.2500,4.0000,3.0000,3.7500
3.0000,3.2500,4.0000,3.2500,4.0000,3.7500,3.2500,3.0000,3.7500,3.2500
4.0000,3.5000,3.5000,4.0000,3.5000,3.0000,3.5000,3.7500,3.5000,3.5000
3.5000,3.0000,3.5000,3.5000,3.2500,4.0000,3.5000,3.7500,3.0000,4.0000
